央视频道,#genre#
CCTV8,http://117.174.25.254:8188/rtp/239.0.0.17:5140
CCTV9,http://116.234.101.217:4022/rtp/239.45.3.4:5140
CCTV9,http://114.100.195.67:4022/rtp/238.1.78.240:7792
CCTV9,http://171.113.216.147:4022/rtp/239.69.1.104:10262
CCTV9,http://171.213.148.5:8188/udp/239.93.1.24:5140
CCTV9,http://175.15.56.109:4022/udp/239.76.253.159:9000
CCTV9,http://175.15.56.109:4022/udp/239.76.246.159:1234
CCTV9,http://106.116.243.22:9999/rtp/239.254.200.59:8112
CCTV9,http://111.226.232.90:10010/rtp/239.254.200.59:8112
CCTV9,http://115.171.216.80:4000/rtp/225.1.8.9:8112
CCTV9,http://114.241.214.121:4022/rtp/239.3.1.62:8112
CCTV9,http://121.29.141.59:4022/rtp/239.253.92.107:6020
CCTV9,http://117.174.25.254:8188/rtp/239.0.0.18:5140
CCTV10,http://116.234.101.217:4022/rtp/239.45.3.8:5140
CCTV10,http://114.100.195.67:4022/rtp/238.1.78.241:7800
CCTV10,http://171.113.216.147:4022/rtp/239.69.1.105:10268
CCTV10,http://171.213.148.5:8188/udp/239.93.1.28:5140
CCTV10,http://175.15.56.109:4022/udp/239.76.253.160:9000
CCTV10,http://175.15.56.109:4022/udp/239.76.246.160:1234
CCTV10,http://106.116.243.22:9999/rtp/239.254.200.160:6000
CCTV10,http://111.226.232.90:10010/rtp/239.254.200.160:6000
CCTV10,http://115.171.216.80:4000/rtp/225.1.8.10:8116
CCTV10,http://114.241.214.121:4022/rtp/239.3.1.63:8116
CCTV10,http://121.29.141.59:4022/rtp/239.253.92.196:6061
CCTV10,http://117.174.25.254:8188/rtp/239.0.0.19:5140
CCTV11,http://116.234.101.217:4022/rtp/239.45.1.196:5140
CCTV11,http://114.100.195.67:4022/rtp/238.1.78.206:7502
CCTV11,http://171.113.216.147:4022/rtp/239.69.1.154:10560
CCTV11,http://171.213.148.5:8188/udp/239.93.0.102:5140
CCTV11,http://175.15.56.109:4022/udp/239.76.252.251:9000
CCTV11,http://175.15.56.109:4022/udp/239.76.245.251:1234
CCTV11,http://106.116.243.22:9999/rtp/239.254.201.123:8120
CCTV11,http://111.226.232.90:10010/rtp/239.254.201.123:8120
CCTV11,http://115.171.216.80:4000/rtp/225.1.8.73:8120
CCTV11,http://114.241.214.121:4022/rtp/239.3.1.152:8120
CCTV11,http://121.29.141.59:4022/rtp/239.253.93.153:6321
CCTV11,http://117.174.25.254:8188/rtp/239.0.0.187:5140
CCTV12,http://116.234.101.217:4022/rtp/239.45.3.10:5140
CCTV12,http://114.100.195.67:4022/rtp/238.1.78.242:7808
CCTV12,http://171.113.216.147:4022/rtp/239.69.1.106:10274
CCTV12,http://171.213.148.5:8188/udp/239.93.1.30:8124
CCTV12,http://175.15.56.109:4022/udp/239.76.253.162:9000
CCTV12,http://175.15.56.109:4022/udp/239.76.246.162:1234
CCTV12,http://106.116.243.22:9999/rtp/239.254.200.161:6000
CCTV12,http://111.226.232.90:10010/rtp/239.254.200.161:6000
CCTV12,http://115.171.216.80:4000/rtp/225.1.8.12:8124
CCTV12,http://114.241.214.121:4022/rtp/239.3.1.64:8124
CCTV12,http://121.29.141.59:4022/rtp/239.253.92.197:6062
CCTV12,http://117.174.25.254:8188/rtp/239.0.0.20:5140
CCTV13,http://116.234.101.217:4022/rtp/239.45.1.198:5140
CCTV13,http://114.100.195.67:4022/rtp/238.1.79.35:4392
CCTV13,http://171.113.216.147:4022/rtp/239.254.96.161:9040
CCTV13,http://171.213.148.5:8188/udp/239.93.0.66:5140
CCTV13,http://175.15.56.109:4022/udp/239.76.253.93:9000
CCTV13,http://175.15.56.109:4022/udp/239.76.251.84:9000
CCTV13,http://175.15.56.109:4022/udp/239.76.246.93:1234
CCTV13,http://106.116.243.22:9999/rtp/239.254.200.9:8264
CCTV13,http://111.226.232.90:10010/rtp/239.254.200.9:8264
CCTV13,http://115.171.216.80:4000/rtp/225.1.8.168:8130
CCTV13,http://114.241.214.121:4022/rtp/239.3.1.124:8128
CCTV13,http://121.29.141.59:4022/rtp/239.253.92.13:8008
CCTV13,http://117.174.25.254:8188/rtp/239.0.0.190:5140
CCTV14,http://116.234.101.217:4022/rtp/239.45.3.23:5140
